Tez No,Yazar,Yıl,Tez Adı,Üniversite,Dil,Tez Türü,Konu
871447,CEYHAN TAZEFİDAN,2024,Geleneksel kent dokusunun veri madenciliği yöntemiyle analizi ve yeni yapı tasarımları için yapay zekaya dayalı bir model önerisi,Konya Teknik Üniversitesi,Türkçe,Doktora,Mimarlık = Architecture
855285,ÜMİT ÇELİK,2024,Öğrencilerin LGS tercihlerine göre ortaöğretim kurumlarına yerleşme durumlarının veri madenciliği yaklaşımı ile modellenmesi,Afyon Kocatepe Üniversitesi,Türkçe,Yüksek Lisans,Eğitim ve Öğretim = Education and Training
875199,LALE ŞAHİN,2024,Veri madenciliği yöntemleri kullanılarak su kirliliğinde bulanıklık parametresinin tahmin edilmesi: Sinop ili örneği,Sinop Üniversitesi,Türkçe,Yüksek Lisans,Çevre Mühendisliği = Environmental Engineering
877526,BEYZA DURMAZ,2024,Veri madenciliğinde sınıflandırma ve kümeleme algoritmaları ile COVID-19 şüphesi taşıyan hastaların değerlendirilmesi,Ondokuz Mayıs Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
880304,ÖZLEM YÜREKLİ,2024,Veri madenciliği ile çalışanların yıpranma durumu tahmini ve kapsamlı performans analizi,Selçuk Üniversitesi,Türkçe,Yüksek Lisans,Yönetim Bilişim Sistemleri = Management Information Systems
880989,ALİ ALSAÇ,2024,Yapay zekâ ve veri madenciliği teknikleriyle müşteri profili tanımlama: Müşteri ilişkileri yönetimi dinamik modelleme uygulaması,İstanbul Üniversitesi-Cerrahpaşa,Türkçe,Doktora,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
880668,ÜLKE BALCI YEŞİLKAYA,2024,"STEM tutumu ve kariyerini etkileyen değişkenlerin veri madenciliği yöntemleri ile belirlenmesi, STEM alanlarına ait fenomenlerin gömülü teori deseni ile değerlendirilmesi",Bursa Uludağ Üniversitesi,Türkçe,Doktora,Eğitim ve Öğretim = Education and Training
885755,GÖZDE ULU METİN,2024,Ar-Ge ve tasarım merkezlerinin istatistiksel olarak değerlendirilmesi: Veri madenciliği yöntemleri ile hibrit karar verme,Ankara Üniversitesi,Türkçe,Doktora,İstatistik = Statistics
778488,MEHMET ÇAĞLAR ÜNSAL,2023,Veri madenciliği teknikleri ile Türkiye\'de yaşam memnuniyeti düzeyleri üzerine bir uygulama,Ankara Hacı Bayram Veli Üniversitesi,Türkçe,Doktora,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering ; Kamu Yönetimi = Public Administration ; İşletme = Business Administration
779271,ŞEYMA IRMAK,2023,"STEM eğitiminin etkisinin sistematik derleme, veri madenciliği ve meta-analiz yoluyla incelenmesi",Hacettepe Üniversitesi,Türkçe,Doktora,Eğitim ve Öğretim = Education and Training
780769,ZAFER HAKLI,2023,Stratejik halkla ilişkiler yönetim sürecinde veri madenciliğinin kullanımı: Süleyman Demirel Üniversitesi örneği,Süleyman Demirel Üniversitesi,Türkçe,Doktora,Halkla İlişkiler = Public Relations ; İşletme = Business Administration
782725,SELCAN KESER,2023,Lisansüstü programlara öğrenci kabulünde kullanılan kriter puanların işlevselliği üzerine bir veri madenciliği çalışması,Bolu Abant İzzet Baysal Üniversitesi,Türkçe,Yüksek Lisans,Eğitim ve Öğretim = Education and Training
784775,GÜRKAN KOLAYLI,2023,Telekomünikasyon sektörünün veri madenciliği yöntemleri ile incelenmesi: Uluslararası Telekomünikasyon Birliği üye ülkeleri örneği,Trakya Üniversitesi,Türkçe,Doktora,Yönetim Bilişim Sistemleri = Management Information Systems ; İletişim Bilimleri = Communication Sciences ; İşletme = Business Administration
840145,AHMET KOÇAK,2023,Sağlık verilerinde veri kalitesi ve sağlık sektöründe veri madenciliği analiz yöntemleri ve uygulama örnekleri,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Yönetim Bilişim Sistemleri = Management Information Systems
840100,SABRİ SERKAN TAN,2023,Öğrenme analitikleri çerçevesinde veri madenciliği yöntemleri ile anlık geri bildirim sisteminin tasarlanması,Atatürk Üniversitesi,Türkçe,Doktora,Eğitim ve Öğretim = Education and Training
842546,AYTAÇ KOCABAŞ,2023,COVID-19 salgınında ilaç ve takviye yöneliminin veri madenciliği yöntemi ile belirlenmesi: Karaman ilinde bir araştırma,Karamanoğlu Mehmetbey Üniversitesi,Türkçe,Yüksek Lisans,Halk Sağlığı = Public Health ; Mikrobiyoloji = Microbiology ; Yönetim Bilişim Sistemleri = Management Information Systems
843720,KEVSER YEŞİLÇİMEN,2023,Akıllı seralardan toplanan verilerin veri madenciliği yöntemleri ile modellenmesi,Burdur Mehmet Akif Ersoy Üniversitesi,Türkçe,Yüksek Lisans,Yönetim Bilişim Sistemleri = Management Information Systems
843751,SEVİNÇ ERDEM TURHAN,2023,Ortaokul öğrencilerinin iklim okuryazarlığına ilişkin görüşlerinin veri madenciliği yöntemleri ile analizi,Burdur Mehmet Akif Ersoy Üniversitesi,Türkçe,Yüksek Lisans,Eğitim ve Öğretim = Education and Training
844496,BURAK ÇAĞLAR,2023,Sosyal medya mesajlarında veri madenciliği ile bilgi keşfi ve görsel analitik ortamda sunulması: COVID-19 tweet veri seti örneği,Necmettin Erbakan Üniversitesi,Türkçe,Doktora,Jeodezi ve Fotogrametri = Geodesy and Photogrammetry ; Mühendislik Bilimleri = Engineering Sciences
844527,DİLAY ŞİMŞEK,2023,Veri madenciliğinde birliktelik kuralı yöntemini kredi kartı kullanan müşteriler üzerinde uygulanması ve power bı\'da raporlanması,Maltepe Üniversitesi,Türkçe,Yüksek Lisans,Bankacılık = Banking ; Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
774014,ALİ KARAKUŞ,2023,Mobilya sektöründe satış sonrası hizmetler bölümünde veri madenciliği uygulaması,Erciyes Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
848862,ABDURRAHMAN COŞKUNER,2023,Gayrimenkul yatırım ortaklıklarında kârlılık belirleyicilerinin veri madenciliği yöntemleri ile tahminlemesi: Uluslararası bir karşılaştırma,Gaziantep Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
851601,DİLEK ÖZDEMİR YILMAZ,2023,Endüstri 4.0 kapsamında veri madenciliği yöntemleriyle sevkiyat performansının iyileştirilmesi,Bursa Uludağ Üniversitesi,Türkçe,Doktora,İstatistik = Statistics
859713,İPEK ERDOĞMUŞ,2023,Veri madenciliği sınıflandırma algoritmalarıyla lisans yabancı dil hazırlık programında öğrenmeyi etkileyen faktörlerin belirlenmesi,İstanbul Üniversitesi,Türkçe,Doktora,Bilim ve Teknoloji = Science and Technology ; Eğitim ve Öğretim = Education and Training ; İstatistik = Statistics
779347,AYNUR GÜNAY,2023,Makine öğrenmesi ile veri madenciliği teknikleri kullanılarak anahtar kelime tahmini ve tezlerdeki anahtar kelimelerin doğruluk oranı tespiti,Nişantaşı Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
777159,MERVE VİCİR,2023,Jinekolojik kanser hastalarında NANDA hemşirelik tanılarının makine öğrenmesi ve veri madenciliği yöntemi ile geliştirilmesi,Pamukkale Üniversitesi,Türkçe,Yüksek Lisans,Hemşirelik = Nursing ; Kadın Hastalıkları ve Doğum = Obstetrics and Gynecology
867525,AHMET BURSALI,2023,Analitik hiyerarşi süreci ve veri madenciliği teknikleriyle hibrit bir karar destek sistemi uygulaması: kovid19 tanısı,Ege Üniversitesi,Türkçe,Yüksek Lisans,Biyoistatistik = Biostatistics
784774,FATİH BİNGÜL,2023,Yapay zekâ destekli makine öğrenmesi algoritmaları ile eğitsel veri madenciliği alanında öğrenci akademik performanslarının tahmin edilmesi,İstanbul Gedik Üniversitesi,Türkçe,Yüksek Lisans,Mühendislik Bilimleri = Engineering Sciences
783274,FATMANUR DAL,2023,Hastalık teşhis tahminlerinde veri madenciliği sınıflandırma yöntemleri,Süleyman Demirel Üniversitesi,Türkçe,Yüksek Lisans,Biyoistatistik = Biostatistics
787213,MELİH KARAHASANOĞLU,2023,Sağlık sektöründe müşteri kayıp analizi ve veri madenciliği ile bir uygulama,Bursa Uludağ Üniversitesi,Türkçe,Doktora,Sağlık Yönetimi = Healthcare Management ; İşletme = Business Administration
787624,NEVRA YAMAN,2023,Yeniden uçuş çizelgelemede uçuşların veri madenciliği ile analizi ve bir karar destek sistemi önerisi,Gazi Üniversitesi,Türkçe,Doktora,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
787771,EMRE KOMAR,2023,Türkiye ve italya Voleybol Süper Ligleri 2013-2020 istatistik verilerinin veri madenciliği yöntemleriyle analizi,Giresun Üniversitesi,Türkçe,Yüksek Lisans,Spor = Sports
787960,SEDA UÇAR,2023,Geyve Devlet Hastanesinde yatan COVID-19 hasta verilerinin veri madenciliği yöntemiyle incelenmesi,Sakarya Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
789036,BEYZA NUR DOĞAN,2023,Epicometis (Tropinota) hirta poda (Coleoptera: Scarabaeidae) bireylerinin cinsiyetlerinin veri madenciliği algoritması ile ayrılması,Eskişehir Osmangazi Üniversitesi,Türkçe,Yüksek Lisans,Genetik = Genetics
789065,ADEM KOÇ,2023,Ortaokul mezunlarının ortaöğretimi tamamlama durumlarının veri madenciliği ile tahmini: Trabzon ili örneği,Afyon Kocatepe Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control ; Eğitim ve Öğretim = Education and Training
790124,SERAY MİRASÇI,2023,Sac malzeme satın alma süreçlerinde veri madenciliği ve makine öğrenmesi uygulamaları,Bursa Uludağ Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
790347,ESRA ÇETİN,2023,Veri madenciliği ve yapay sinir ağları yöntemleri ile hazır giyim sektöründe talep tahmini,Kocaeli Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
791685,SEVİM ŞEVVAL ZOROĞLU,2023,Yurt dışı dil eğitim kurumlarında veri madenciliği yöntemi ile hedef kitle belirleme,Sakarya Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
792867,İPEK DURMAZ,2023,Ebeveynlerin dijital ebeveynlik öz yeterliklerinin veri madenciliği ile değerlendirilmesi,Fırat Üniversitesi,Türkçe,Yüksek Lisans,Eğitim ve Öğretim = Education and Training
794135,SONGÜL YENER,2023,Bir saç ekim merkezine başvuran hastalara uygulanacak tedavilere veri madenciliği yöntemleri ile tahmin edilmesi,İstanbul Medipol Üniversitesi,Türkçe,Yüksek Lisans,Sağlık Yönetimi = Healthcare Management
795907,AHMET EYMEN ÖNCÜ,2023,Jandarma bölgesinde gerçekleşen trafik kazalarının veri madenciliği yöntemiyle analizi,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Trafik = Traffic
797307,HAZAL BADEMCİ,2023,Eğilim skorları tahmininde veri madenciliği yöntemleri: Madencilik sektöründe bir uygulama,Gazi Üniversitesi,İngilizce,Yüksek Lisans,İstatistik = Statistics
798030,SİNEM CEYLAN KONAK,2023,Temel veri madenciliği algoritmalarının başarımlarının endokrin veri seti üzerinde karşılaştırılması,Pamukkale Üniversitesi,Türkçe,Yüksek Lisans,Elektrik ve Elektronik Mühendisliği = Electrical and Electronics Engineering
800641,ZEYNEP EYMİR ÖZTEKİN,2023,Üniversite öğrencilerinde problemli teknoloji kullanımının veri madenciliği yöntemleri ile incelenmesi,Fırat Üniversitesi,Türkçe,Doktora,Eğitim ve Öğretim = Education and Training
804282,OĞUZCAN ULUDAĞ,2023,Finansal durum analizi için veri madenciliği yaklaşımı,Ege Üniversitesi,Türkçe,Doktora,Matematik = Mathematics
805491,AYŞEGÜL NART,2023,Kalp hastalıklarını tahmin etmede veri madenciliğiteknikleriyle etkili algoritmanın tespit edilmesi,Gazi Üniversitesi,Türkçe,Yüksek Lisans,Bilim ve Teknoloji = Science and Technology ; Kardiyoloji = Cardiology
806595,RAMAZAN PEHLİVAN,2023,Veri madenciliğinde kategorik veri analizi:teknoloji bağımlılığı üzerine bir uygulama,İstanbul Üniversitesi,Türkçe,Doktora,İstatistik = Statistics ; İşletme = Business Administration
807724,SAYGIN DİLER,2023,Veri kalitesinin bozulduğu durumlarda veri madenciliği sınıflandırma algoritmalarının performanslarınınkarşılaştırılması,Van Yüzüncü Yıl Üniversitesi,Türkçe,Doktora,İstatistik = Statistics
809148,AYŞE ALKAN,2023,Akademik başarının eğitsel veri madenciliği ve makine öğrenmesi teknikleri kullanılarak tahminlenmesi,Burdur Mehmet Akif Ersoy Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
809312,İBRAHİM CAN TURAN,2023,Yolcuk değerlerine etki eden faktörlerin veri madenciliği ile analizi: Kahramanmaraş örnek çalışması,Sakarya Üniversitesi,Türkçe,Yüksek Lisans,Ulaşım = Transportation ; İnşaat Mühendisliği = Civil Engineering
807469,MEHMET AZİZ ÇAKMAK,2023,"Veri madenciliği ve doğal dil işleme teknikleri kullanılarak salgın hastalıklarda tutum, davranış ve bilgi kirliliğinin belirlenmesi",Dicle Üniversitesi,Türkçe,Yüksek Lisans,Sağlık Yönetimi = Healthcare Management
809997,EDANUR GÜNDOĞDU,2023,Veri madenciliği çerçevesinde yapay sinir ağları ve birliktelik kuralı analizi üzerine Borsa İstanbul 30 endeksinde bir uygulama,Bursa Uludağ Üniversitesi,Türkçe,Yüksek Lisans,Ekonometri = Econometrics ; İstatistik = Statistics
811823,HÜLYA ÖZUYSAL,2023,Veri madenciliği yaklaşımı ile kripto paraların ölme riskinin hesaplanması,Gazi Üniversitesi,Türkçe,Doktora,Ekonometri = Econometrics
817320,GİZEM KUTLUATA,2023,Türkiye\'deki motosiklet kazalarının veri madenciliği teknikleri ile karşılaştırmalı analizi,Eskişehir Osmangazi Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
818167,MURAT YÜN,2023,"Suç soruşturmalarında veri madenciliği, yapay zeka, uygulamaları ve geleceği python ve opencv ile gerçek zamanlı yüz tanıma uygulaması",Hitit Üniversitesi,Türkçe,Yüksek Lisans,Mühendislik Bilimleri = Engineering Sciences
819777,ESENGÜL GÜRBÜZ,2023,Endüstriyel sistemlerde veri madenciliği yaklaşımlarının kullanımı ve bir uygulama,Bursa Uludağ Üniversitesi,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
823800,ÜMMÜHAN ÇAKIR SAĞÇOLAK,2023,Veri madenciliği yöntemleri kullanılarak yoğun bakım ünitelerinde yatan inme tanılı hastaların mortalite tahmini,Üsküdar Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
824324,ÖZGE KARAHAN,2023,Borsada işlem gören sanayi şirketlerinin finansal performanslarının veri madenciliği yöntemleri ile analizi,İstanbul Üniversitesi-Cerrahpaşa,Türkçe,Yüksek Lisans,Endüstri ve Endüstri Mühendisliği = Industrial and Industrial Engineering
826939,BURHAN ALTIN,2023,Bilim ve sanat merkezine devam eden öğrenci velilerinin karşılaştıkları zorlukların veri madenciliği yöntemleriyle incelenmesi(Batman ili örneği),Batman Üniversitesi,Türkçe,Yüksek Lisans,Eğitim ve Öğretim = Education and Training
833814,MUHAMMET EMİN GEDİKLİ,2023,Elektronik belge yönetim sistemlerinde veri madenciliği ve makine öğrenmesi yöntemlerinin kullanımı,Marmara Üniversitesi,Türkçe,Doktora,Bilgi ve Belge Yönetimi = Information and Records Management ; Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
834173,MEHTAP TAŞCI,2023,Hava aracı motor sağlığı izlenmesi için veri madenciliği yöntemleri ile EGT ve N1 parametresi tahmini,Erciyes Üniversitesi,Türkçe,Doktora,Sivil Havacılık = Civil Aviation
835360,BENGİSU DÖNMEZ,2023,Tiroid sağlığı ve meme kanseri arasındaki ilişkinin veri madenciliği yöntemi ile araştırılması,Acıbadem Mehmet Ali Aydınlar Üniversitesi,Türkçe,Yüksek Lisans,Biyokimya = Biochemistry
836728,ZELİHA GÜNEŞ,2023,ArcSWAT ile modelleme çalışmaları ve veri madenciliği ile değerlendirilmesi: Mersin ili örneği,Mersin Üniversitesi,Türkçe,Yüksek Lisans,Jeodezi ve Fotogrametri = Geodesy and Photogrammetry
766524,RAFAEL BAKIROV,2022,Veri madenciliği yöntemiyle rüzgâr enerji potansiyelinin incelenmesi,İstanbul Aydın Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
741622,İLKAY ARSLAN,2022,Veri madenciliğinde karar ağacı algoritmaları: Ufuk Üniversitesi öğrenci verileri ile bir çalışma,Ufuk Üniversitesi,Türkçe,Yüksek Lisans,Bilim ve Teknoloji = Science and Technology
744334,RIDVAN YÜKSEL,2022,Üretim işletmeleri için finansal başarısızlığın tahmininde veri madenciliği uygulaması,Dumlupınar Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
744738,RECEP ÖZSÜRÜNÇ,2022,Veri madenciliğinde lojistik regresyon modellerinin incelenmesi,İstanbul Üniversitesi,Türkçe,Doktora,İşletme = Business Administration
767442,YÜCEL KOYUNCU,2022,PISA 2018\'de Türkiye\'de matematik başarısını etkileyen dijitalizm faktörlerinin veri madenciliği yöntemleri ile analizi,Çukurova Üniversitesi,Türkçe,Yüksek Lisans,İstatistik = Statistics
781828,AYŞE AKGÜL IŞIK,2022,Yapay zekada veri madenciliği yöntemi kullanarak biyoinformatik yazılım geliştirilmesi : Sitrülin ile bir uygulama,Biruni Üniversitesi,Türkçe,Yüksek Lisans,Biyoistatistik = Biostatistics
744275,YÜCEL KURTULUŞ,2022,Bir otomotiv ana sanayi işletmesinde kaliteyi etkileyen faktörlerin veri madenciliği ile incelenmesi,Bandırma Onyedi Eylül Üniversitesi,Türkçe,Yüksek Lisans,Ulaşım = Transportation
726720,HARUN EKİNCİ,2022,Eğitsel veri madenciliğinin öğrenci başarısının kestirimine yönelik kullanımı,İnönü Üniversitesi,Türkçe,Yüksek Lisans,Eğitim ve Öğretim = Education and Training
746531,FAHRETTİN AKA,2022,Yönetim bilişim sistemleri öğrencilerinin işletmede mesleki eğitimlerinin iş bulmasına etkisinin veri madenciliği ile analizi,Burdur Mehmet Akif Ersoy Üniversitesi,Türkçe,Yüksek Lisans,Bilgisayar Mühendisliği Bilimleri-Bilgisayar ve Kontrol = Computer Engineering and Computer Science and Control
